MarkerName,Effect,StdErr,P-value,Direction,HetISq,HetChiSq,HetDf,HetPVal,CpG_chrm,CpG_beg,CpG_end,probe_strand,genesUniq,geneNames,transcriptTypes,transcriptIDs,distToTSS,CGI,CGIposition,snpID,snpChrm,snpEnd,snpRef,snpAlt,GAN,GAC,GAF,distance
cg2031,0.1134,0.1028,0.2699,-+,4.1,1.043,1,0.3072,,,,,,,,,,,,,,,,,,,,
cg3176,-0.4208,0.3816,0.2701,--,0,0,1,0.9953,,,,,,,,,,,,,,,,,,,,
cg3167,-0.311,0.2825,0.271,--,0,0.139,1,0.7091,,,,,,,,,,,,,,,,,,,,
cg2143,-0.3437,0.3122,0.271,+-,0,0.499,1,0.4798,,,,,,,,,,,,,,,,,,,,
cg1675,0.3365,0.3058,0.2711,++,0,0.269,1,0.6043,,,,,,,,,,,,,,,,,,,,
cg4194,-0.1706,0.155,0.2712,--,0,0.21,1,0.6465,,,,,,,,,,,,,,,,,,,,
cg2049,-0.3431,0.3124,0.2721,--,0,0.252,1,0.6155,,,,,,,,,,,,,,,,,,,,
cg3485,-0.2411,0.2196,0.2723,+-,0,0.227,1,0.6339,,,,,,,,,,,,,,,,,,,,
cg3882,-0.2576,0.2348,0.2725,--,0,0.645,1,0.4219,,,,,,,,,,,,,,,,,,,,
cg2466,-0.4408,0.4019,0.2728,--,0,0.032,1,0.8591,,,,,,,,,,,,,,,,,,,,
cg3538,-0.2343,0.2137,0.2729,-+,91.7,12.02,1,0.0005264,,,,,,,,,,,,,,,,,,,,
cg3815,0.2906,0.265,0.2729,-+,84.8,6.593,1,0.01024,,,,,,,,,,,,,,,,,,,,
cg1897,-0.5147,0.4695,0.273,--,0,0.16,1,0.6888,,,,,,,,,,,,,,,,,,,,
cg760,-0.3345,0.306,0.2743,--,0,0.169,1,0.6814,,,,,,,,,,,,,,,,,,,,
cg3113,0.2885,0.2643,0.275,-+,0,0.157,1,0.6916,,,,,,,,,,,,,,,,,,,,
cg516,-0.5907,0.5418,0.2756,+-,0,0.77,1,0.3802,,,,,,,,,,,,,,,,,,,,
cg179,-0.4138,0.3802,0.2764,--,0,0.273,1,0.6011,,,,,,,,,,,,,,,,,,,,
cg3100,0.2415,0.2219,0.2764,++,45.7,1.843,1,0.1747,,,,,,,,,,,,,,,,,,,,
cg1051,-0.5254,0.4835,0.2771,--,0,0.211,1,0.6464,,,,,,,,,,,,,,,,,,,,
cg4978,-0.165,0.1519,0.2776,--,0,0.092,1,0.7613,,,,,,,,,,,,,,,,,,,,
cg3694,0.3079,0.2837,0.2778,-+,79.8,4.955,1,0.02601,,,,,,,,,,,,,,,,,,,,
cg3217,0.1869,0.1723,0.2779,-+,0,0.198,1,0.6563,,,,,,,,,,,,,,,,,,,,
cg4806,0.3136,0.2891,0.2781,-+,26,1.352,1,0.2449,,,,,,,,,,,,,,,,,,,,
cg2844,0.2389,0.2204,0.2785,-+,56.8,2.316,1,0.128,,,,,,,,,,,,,,,,,,,,
cg2671,-0.4933,0.4555,0.2788,--,0,0.171,1,0.679,,,,,,,,,,,,,,,,,,,,
cg4338,0.4089,0.3779,0.2793,++,0,0.023,1,0.8793,,,,,,,,,,,,,,,,,,,,
cg329,0.2558,0.2369,0.2803,+-,73,3.707,1,0.05418,,,,,,,,,,,,,,,,,,,,
cg1190,-0.6269,0.5806,0.2803,--,0,0.014,1,0.907,,,,,,,,,,,,,,,,,,,,
cg2666,-0.5373,0.4977,0.2803,--,13.4,1.155,1,0.2824,,,,,,,,,,,,,,,,,,,,
cg2444,0.1787,0.1656,0.2804,++,0,0.106,1,0.7446,,,,,,,,,,,,,,,,,,,,
cg3801,-0.4236,0.3925,0.2805,+-,0,0.695,1,0.4044,,,,,,,,,,,,,,,,,,,,
cg220,-0.3139,0.2909,0.2806,--,0,0.282,1,0.5952,,,,,,,,,,,,,,,,,,,,
cg3706,-0.4434,0.4111,0.2807,--,0,0.342,1,0.5589,,,,,,,,,,,,,,,,,,,,
cg832,-0.2886,0.2676,0.2808,-+,49.7,1.99,1,0.1584,,,,,,,,,,,,,,,,,,,,
cg4848,-0.2271,0.2106,0.281,+-,32.6,1.485,1,0.2231,,,,,,,,,,,,,,,,,,,,
cg1671,0.2356,0.2185,0.281,++,0,0.019,1,0.8898,,,,,,,,,,,,,,,,,,,,
cg3943,-0.4548,0.4219,0.2811,-+,48.6,1.945,1,0.1632,,,,,,,,,,,,,,,,,,,,
cg445,0.3768,0.3496,0.2811,++,0,0.001,1,0.9797,,,,,,,,,,,,,,,,,,,,
cg390,-0.2799,0.2601,0.2819,+-,0,0.389,1,0.5328,,,,,,,,,,,,,,,,,,,,
cg2581,0.4139,0.3848,0.2821,++,0,0.047,1,0.8292,,,,,,,,,,,,,,,,,,,,
cg4954,-0.4518,0.421,0.2832,--,0,0.029,1,0.8657,,,,,,,,,,,,,,,,,,,,
cg1788,0.3739,0.3485,0.2832,+-,59.7,2.483,1,0.1151,,,,,,,,,,,,,,,,,,,,
cg1971,-0.268,0.2498,0.2833,-+,79.1,4.786,1,0.02869,,,,,,,,,,,,,,,,,,,,
cg3309,-0.0458,0.0427,0.2834,--,0,0.168,1,0.6815,,,,,,,,,,,,,,,,,,,,
cg776,-0.58,0.5408,0.2835,--,0,0.001,1,0.9701,,,,,,,,,,,,,,,,,,,,
cg327,-0.2948,0.2749,0.2835,-+,92.3,12.97,1,0.0003166,,,,,,,,,,,,,,,,,,,,
cg487,0.4793,0.4475,0.2841,++,0,0.021,1,0.8849,,,,,,,,,,,,,,,,,,,,
cg575,0.5349,0.4998,0.2844,++,0,0.004,1,0.9482,,,,,,,,,,,,,,,,,,,,
cg1169,0.2727,0.2548,0.2844,++,0,0.563,1,0.4532,,,,,,,,,,,,,,,,,,,,
cg2646,0.1806,0.1689,0.285,-+,64.4,2.805,1,0.09395,,,,,,,,,,,,,,,,,,,,
cg2168,-0.488,0.4569,0.2855,--,0,0.797,1,0.3718,,,,,,,,,,,,,,,,,,,,
cg2819,0.2737,0.2563,0.2856,++,22.1,1.283,1,0.2573,,,,,,,,,,,,,,,,,,,,
cg645,-0.4407,0.4131,0.286,+-,9.5,1.105,1,0.2931,,,,,,,,,,,,,,,,,,,,
cg3674,0.5197,0.4871,0.286,++,0,0.079,1,0.7793,,,,,,,,,,,,,,,,,,,,
cg2848,0.3461,0.3245,0.2862,++,0,0.051,1,0.8215,,,,,,,,,,,,,,,,,,,,
cg3326,0.3328,0.3122,0.2864,++,0,0.004,1,0.9523,,,,,,,,,,,,,,,,,,,,
cg1667,0.5745,0.5389,0.2864,++,0,0.185,1,0.6669,,,,,,,,,,,,,,,,,,,,
cg1390,0.3696,0.3468,0.2865,++,0,0.015,1,0.903,,,,,,,,,,,,,,,,,,,,
cg2369,0.236,0.2217,0.2871,++,0,0.651,1,0.4196,,,,,,,,,,,,,,,,,,,,
cg2874,-0.5454,0.513,0.2877,--,0,0.053,1,0.8175,,,,,,,,,,,,,,,,,,,,
cg4106,0.4146,0.3902,0.2879,+-,0,0.937,1,0.333,,,,,,,,,,,,,,,,,,,,
cg951,0.2837,0.267,0.288,-+,0,0.141,1,0.7069,,,,,,,,,,,,,,,,,,,,
cg3519,-0.4387,0.4131,0.2882,--,0,0.008,1,0.9296,,,,,,,,,,,,,,,,,,,,
cg3825,0.4021,0.3787,0.2883,++,0,0.001,1,0.9707,,,,,,,,,,,,,,,,,,,,
cg848,0.1901,0.1792,0.2888,++,0,0.336,1,0.5623,,,,,,,,,,,,,,,,,,,,
cg3194,-0.2074,0.1957,0.2892,+-,0,0.222,1,0.6375,,,,,,,,,,,,,,,,,,,,
cg3127,-0.4991,0.471,0.2893,--,0,0.456,1,0.4995,,,,,,,,,,,,,,,,,,,,
cg2015,-0.1202,0.1136,0.2901,+-,75.2,4.03,1,0.04469,,,,,,,,,,,,,,,,,,,,
cg3938,-0.2537,0.2398,0.2901,--,0,0.424,1,0.5151,,,,,,,,,,,,,,,,,,,,
cg4240,0.4272,0.4041,0.2904,++,0,0.217,1,0.6412,,,,,,,,,,,,,,,,,,,,
cg2003,-0.3069,0.2904,0.2906,--,0,0.599,1,0.439,,,,,,,,,,,,,,,,,,,,
cg2503,-0.5185,0.4908,0.2908,--,0,0.173,1,0.6776,,,,,,,,,,,,,,,,,,,,
cg3165,-0.1181,0.1121,0.2921,--,0,0.592,1,0.4415,,,,,,,,,,,,,,,,,,,,
cg1310,-0.1509,0.1433,0.2923,+-,56.9,2.319,1,0.1278,,,,,,,,,,,,,,,,,,,,
cg620,-0.2312,0.2197,0.2926,+-,0,0.206,1,0.6499,,,,,,,,,,,,,,,,,,,,
cg3489,0.5319,0.5056,0.2928,+-,56.8,2.317,1,0.128,,,,,,,,,,,,,,,,,,,,
cg3756,0.4998,0.4752,0.2929,++,0,0.108,1,0.743,,,,,,,,,,,,,,,,,,,,
cg2341,-0.5496,0.5226,0.2929,--,0,0.141,1,0.7075,,,,,,,,,,,,,,,,,,,,
cg3245,0.6148,0.5855,0.2937,++,0,0.161,1,0.6886,,,,,,,,,,,,,,,,,,,,
cg1906,0.555,0.5285,0.2937,++,0,0.09,1,0.7647,,,,,,,,,,,,,,,,,,,,
cg3803,-0.3073,0.293,0.2941,+-,6.8,1.073,1,0.3004,,,,,,,,,,,,,,,,,,,,
cg2058,0.2481,0.2368,0.2947,++,0,0.08,1,0.7776,,,,,,,,,,,,,,,,,,,,
cg2224,0.2473,0.2364,0.2955,++,0,0.119,1,0.73,,,,,,,,,,,,,,,,,,,,
cg2780,-0.5392,0.5155,0.2956,--,0,0.107,1,0.744,,,,,,,,,,,,,,,,,,,,
cg2355,-0.1555,0.1487,0.2956,--,38.9,1.637,1,0.2008,,,,,,,,,,,,,,,,,,,,
cg3736,0.3985,0.3811,0.2957,-+,0,0.755,1,0.3848,,,,,,,,,,,,,,,,,,,,
cg2860,-0.3811,0.3646,0.2959,+-,0,0.434,1,0.5099,,,,,,,,,,,,,,,,,,,,
cg3031,-0.2511,0.2403,0.296,--,0,0.741,1,0.3892,,,,,,,,,,,,,,,,,,,,
cg371,-0.1612,0.1543,0.2961,+-,25.6,1.344,1,0.2463,,,,,,,,,,,,,,,,,,,,
cg4945,-0.2954,0.2831,0.2968,--,0,0.001,1,0.9733,,,,,,,,,,,,,,,,,,,,
cg139,0.63,0.6049,0.2977,+-,35.6,1.553,1,0.2127,,,,,,,,,,,,,,,,,,,,
cg1652,0.375,0.3605,0.2982,++,0,0.001,1,0.9709,,,,,,,,,,,,,,,,,,,,
cg2054,-0.4706,0.4528,0.2986,+-,0,0.326,1,0.568,,,,,,,,,,,,,,,,,,,,
cg888,-0.4717,0.454,0.2988,+-,55,2.22,1,0.1362,,,,,,,,,,,,,,,,,,,,
cg4008,-0.4479,0.4313,0.2991,--,0,0.852,1,0.3558,,,,,,,,,,,,,,,,,,,,
cg1383,0.0347,0.0334,0.2992,-+,0,0.268,1,0.605,,,,,,,,,,,,,,,,,,,,
cg186,0.257,0.2477,0.2993,++,0,0.21,1,0.6469,,,,,,,,,,,,,,,,,,,,
cg2267,-0.3488,0.3361,0.2994,--,0,0.206,1,0.6496,,,,,,,,,,,,,,,,,,,,
cg4173,-0.3087,0.2977,0.2997,+-,0,0.958,1,0.3277,,,,,,,,,,,,,,,,,,,,
cg3169,-0.4251,0.4101,0.2999,--,0,0.226,1,0.6344,,,,,,,,,,,,,,,,,,,,
cg4112,-0.4931,0.4759,0.3001,--,0,0.002,1,0.9654,,,,,,,,,,,,,,,,,,,,
cg2486,0.182,0.1756,0.3002,++,0,0.295,1,0.5868,,,,,,,,,,,,,,,,,,,,
cg1099,-0.4066,0.3925,0.3002,+-,43.2,1.761,1,0.1846,,,,,,,,,,,,,,,,,,,,
cg3066,-0.2863,0.2765,0.3005,+-,26.8,1.367,1,0.2424,,,,,,,,,,,,,,,,,,,,
cg4117,0.4902,0.4738,0.3009,+-,0,0.681,1,0.4092,,,,,,,,,,,,,,,,,,,,
cg4719,-0.5454,0.5277,0.3013,--,0,0.257,1,0.6125,,,,,,,,,,,,,,,,,,,,
cg2044,-0.2233,0.2161,0.3015,--,0,0.079,1,0.779,,,,,,,,,,,,,,,,,,,,
cg859,0.4144,0.4013,0.3019,++,0,0.253,1,0.6153,,,,,,,,,,,,,,,,,,,,
cg3270,0.4171,0.4042,0.3021,++,0,0.314,1,0.5754,,,,,,,,,,,,,,,,,,,,
cg3761,0.4975,0.4821,0.3021,++,0,0.017,1,0.8948,,,,,,,,,,,,,,,,,,,,
cg3319,-0.3841,0.3724,0.3023,+-,0,0.602,1,0.4379,,,,,,,,,,,,,,,,,,,,
cg308,0.2701,0.2622,0.303,-+,0,0.568,1,0.4512,,,,,,,,,,,,,,,,,,,,
cg3608,0.5654,0.549,0.3031,++,0,0.332,1,0.5647,,,,,,,,,,,,,,,,,,,,
cg143,-0.3769,0.3664,0.3037,--,0,0.002,1,0.9638,,,,,,,,,,,,,,,,,,,,
cg1236,-0.2509,0.2441,0.304,--,0,0.221,1,0.638,,,,,,,,,,,,,,,,,,,,
cg1491,-0.4438,0.4319,0.3041,-+,0,0.528,1,0.4674,,,,,,,,,,,,,,,,,,,,
cg2488,0.2962,0.2882,0.3042,+-,61.8,2.615,1,0.1059,,,,,,,,,,,,,,,,,,,,
cg3014,-0.5217,0.5082,0.3047,--,0,0.348,1,0.5554,,,,,,,,,,,,,,,,,,,,
cg272,0.162,0.1578,0.3047,++,0,0.025,1,0.8737,,,,,,,,,,,,,,,,,,,,
cg2944,0.3275,0.3192,0.3048,++,0,0.407,1,0.5235,,,,,,,,,,,,,,,,,,,,
cg4859,0.3631,0.354,0.3049,+-,65.3,2.882,1,0.08959,,,,,,,,,,,,,,,,,,,,
cg1425,-0.4017,0.3924,0.3059,--,7.8,1.085,1,0.2976,,,,,,,,,,,,,,,,,,,,
cg2322,-0.3631,0.3548,0.3061,--,0,0.045,1,0.8317,,,,,,,,,,,,,,,,,,,,
cg2237,-0.175,0.171,0.3063,+-,0,0.215,1,0.6426,,,,,,,,,,,,,,,,,,,,
cg877,0.5244,0.5129,0.3066,++,0,0.019,1,0.8902,,,,,,,,,,,,,,,,,,,,
cg3459,0.2088,0.2045,0.3071,-+,67.6,3.082,1,0.07916,,,,,,,,,,,,,,,,,,,,
cg4726,0.2524,0.2472,0.3072,++,0,0.111,1,0.7385,,,,,,,,,,,,,,,,,,,,
cg1899,-0.0824,0.0807,0.3075,+-,0,0.488,1,0.4846,,,,,,,,,,,,,,,,,,,,
cg3126,0.4478,0.4388,0.3075,++,0,0.32,1,0.5714,,,,,,,,,,,,,,,,,,,,
cg2167,-0.1291,0.1265,0.3075,+-,0,0.615,1,0.433,,,,,,,,,,,,,,,,,,,,
cg3673,0.2439,0.2391,0.3077,++,0,0.026,1,0.8711,,,,,,,,,,,,,,,,,,,,
cg2582,-0.2287,0.2242,0.3078,--,0,0.116,1,0.7335,,,,,,,,,,,,,,,,,,,,
cg2853,0.4313,0.423,0.3079,+-,78.7,4.689,1,0.03036,,,,,,,,,,,,,,,,,,,,
cg3365,0.4136,0.4057,0.3079,+-,38,1.614,1,0.2039,,,,,,,,,,,,,,,,,,,,
cg3935,0.246,0.2413,0.3081,-+,30.9,1.447,1,0.229,,,,,,,,,,,,,,,,,,,,
cg251,0.4505,0.4422,0.3084,++,0,0.028,1,0.8659,,,,,,,,,,,,,,,,,,,,
cg2711,-0.4446,0.4367,0.3086,-+,60.7,2.545,1,0.1106,,,,,,,,,,,,,,,,,,,,
cg2272,0.2887,0.2836,0.3087,++,0,0.744,1,0.3885,,,,,,,,,,,,,,,,,,,,
cg4681,0.2046,0.2011,0.309,+-,0,0.62,1,0.4312,,,,,,,,,,,,,,,,,,,,
cg4241,-0.2312,0.2273,0.309,--,0,0.043,1,0.8348,,,,,,,,,,,,,,,,,,,,
cg238,-0.408,0.402,0.3102,--,0,0.142,1,0.7061,,,,,,,,,,,,,,,,,,,,
cg854,-0.4574,0.4519,0.3114,--,0,0.088,1,0.7672,,,,,,,,,,,,,,,,,,,,
cg4035,-0.3959,0.3916,0.3121,+-,55.6,2.25,1,0.1336,,,,,,,,,,,,,,,,,,,,
cg730,-0.2502,0.2475,0.3121,--,0,0.188,1,0.6646,,,,,,,,,,,,,,,,,,,,
cg520,-0.4055,0.4015,0.3125,-+,23.5,1.307,1,0.253,,,,,,,,,,,,,,,,,,,,
cg4790,-0.4071,0.4035,0.3129,--,0,0.029,1,0.8658,,,,,,,,,,,,,,,,,,,,
cg3668,0.1294,0.1284,0.3134,++,0,0.225,1,0.6356,,,,,,,,,,,,,,,,,,,,
cg809,-0.4357,0.4323,0.3135,-+,81.6,5.44,1,0.01968,,,,,,,,,,,,,,,,,,,,
cg241,0.4816,0.478,0.3137,++,0,0.575,1,0.4485,,,,,,,,,,,,,,,,,,,,
cg958,0.0311,0.0308,0.3137,++,78.8,4.722,1,0.02978,,,,,,,,,,,,,,,,,,,,
cg4426,-0.5633,0.5599,0.3143,--,0,0.401,1,0.5268,,,,,,,,,,,,,,,,,,,,
cg1283,0.6129,0.6099,0.3149,++,0,0.221,1,0.6379,,,,,,,,,,,,,,,,,,,,
cg4841,-0.47,0.4684,0.3157,--,0,0.014,1,0.9073,,,,,,,,,,,,,,,,,,,,
cg4695,-0.4956,0.494,0.3158,--,0,0.02,1,0.8883,,,,,,,,,,,,,,,,,,,,
cg1482,0.2415,0.2409,0.3162,-+,0,0.548,1,0.4593,,,,,,,,,,,,,,,,,,,,
cg4161,0.4046,0.4039,0.3164,-+,34.1,1.518,1,0.2179,,,,,,,,,,,,,,,,,,,,
cg4460,-0.3155,0.3153,0.3171,--,0,0.453,1,0.5008,,,,,,,,,,,,,,,,,,,,
cg1639,-0.4679,0.4682,0.3176,--,0,0.055,1,0.8146,,,,,,,,,,,,,,,,,,,,
cg417,-0.1955,0.1958,0.318,--,0,0.016,1,0.8994,,,,,,,,,,,,,,,,,,,,
cg4367,-0.1297,0.1301,0.3191,--,0,0.568,1,0.4512,,,,,,,,,,,,,,,,,,,,
cg1116,-0.2597,0.2608,0.3194,--,7.8,1.085,1,0.2976,,,,,,,,,,,,,,,,,,,,
cg2456,0.3299,0.3314,0.3196,+-,49.1,1.964,1,0.1611,,,,,,,,,,,,,,,,,,,,
cg2758,-0.2707,0.2723,0.3201,-+,0,0.479,1,0.4889,,,,,,,,,,,,,,,,,,,,
cg410,-0.2842,0.286,0.3203,-+,0,0.994,1,0.3187,,,,,,,,,,,,,,,,,,,,
cg2829,0.1406,0.1415,0.3205,++,0,0.082,1,0.7747,,,,,,,,,,,,,,,,,,,,
cg6,0.1753,0.1766,0.3209,++,0,0.127,1,0.7217,,,,,,,,,,,,,,,,,,,,
cg3923,-0.4124,0.4156,0.3211,+-,0,0.608,1,0.4355,,,,,,,,,,,,,,,,,,,,
cg4354,-0.2235,0.2252,0.3211,+-,68.4,3.164,1,0.07526,,,,,,,,,,,,,,,,,,,,
cg1970,-0.4441,0.448,0.3216,--,0,0.587,1,0.4437,,,,,,,,,,,,,,,,,,,,
cg3183,-0.1726,0.1741,0.3217,+-,0,0.366,1,0.5451,,,,,,,,,,,,,,,,,,,,
cg4206,-0.518,0.5235,0.3225,-+,39.7,1.658,1,0.1978,,,,,,,,,,,,,,,,,,,,
cg2254,0.3925,0.3968,0.3226,++,0,0.133,1,0.715,,,,,,,,,,,,,,,,,,,,
cg3190,0.2133,0.2159,0.323,+-,0,0.323,1,0.5698,,,,,,,,,,,,,,,,,,,,
cg3827,-0.312,0.3157,0.3231,+-,65.1,2.864,1,0.09057,,,,,,,,,,,,,,,,,,,,
cg1799,-0.1181,0.1197,0.3239,+-,0,0.074,1,0.7857,,,,,,,,,,,,,,,,,,,,
cg4700,0.2828,0.2867,0.3239,++,0,0.025,1,0.874,,,,,,,,,,,,,,,,,,,,
cg3991,-0.2161,0.219,0.3239,--,0,0.302,1,0.5827,,,,,,,,,,,,,,,,,,,,
cg3728,0.3829,0.3886,0.3246,++,0,0.08,1,0.778,,,,,,,,,,,,,,,,,,,,
cg269,0.1129,0.1146,0.3246,++,0,0.033,1,0.855,,,,,,,,,,,,,,,,,,,,
cg3602,-0.3268,0.332,0.3249,+-,0,0.888,1,0.3459,,,,,,,,,,,,,,,,,,,,
cg931,0.4454,0.4527,0.3251,-+,0,0.759,1,0.3835,,,,,,,,,,,,,,,,,,,,
cg4269,-0.1362,0.1385,0.3256,+-,0,0.249,1,0.6177,,,,,,,,,,,,,,,,,,,,
cg403,0.4759,0.4842,0.3257,++,0,0.104,1,0.7466,,,,,,,,,,,,,,,,,,,,
cg3372,0.3456,0.3519,0.326,-+,0,0.921,1,0.3373,,,,,,,,,,,,,,,,,,,,
cg45,0.3249,0.3308,0.3261,+-,88.9,8.975,1,0.002737,,,,,,,,,,,,,,,,,,,,
cg4663,0.1935,0.1972,0.3265,++,0,0.039,1,0.8433,,,,,,,,,,,,,,,,,,,,
cg4352,0.3055,0.3114,0.3266,++,0,0.152,1,0.6966,,,,,,,,,,,,,,,,,,,,
cg2838,-0.2794,0.2849,0.3268,+-,0,0.649,1,0.4205,,,,,,,,,,,,,,,,,,,,
cg36,-0.3419,0.3488,0.3269,-+,64.5,2.814,1,0.09342,,,,,,,,,,,,,,,,,,,,
cg1273,-0.2026,0.2067,0.327,--,0,0.074,1,0.7854,,,,,,,,,,,,,,,,,,,,
cg1590,-0.3517,0.359,0.3272,--,0,0.006,1,0.9378,,,,,,,,,,,,,,,,,,,,
cg4583,0.2673,0.2729,0.3273,++,0,0.004,1,0.9493,,,,,,,,,,,,,,,,,,,,
cg2962,0.2406,0.2457,0.3274,-+,74.4,3.899,1,0.04831,,,,,,,,,,,,,,,,,,,,
cg4555,0.2706,0.2763,0.3274,++,0,0.817,1,0.3662,,,,,,,,,,,,,,,,,,,,
cg2721,-0.1356,0.1386,0.3277,--,0,0.176,1,0.6748,,,,,,,,,,,,,,,,,,,,
cg1879,-0.2895,0.2959,0.3279,--,0,0.038,1,0.8462,,,,,,,,,,,,,,,,,,,,
cg288,0.343,0.3506,0.328,-+,52.6,2.108,1,0.1465,,,,,,,,,,,,,,,,,,,,
cg976,-0.3969,0.4058,0.3281,--,0,0.086,1,0.7689,,,,,,,,,,,,,,,,,,,,
cg1344,-0.373,0.3818,0.3285,--,0,0.009,1,0.9259,,,,,,,,,,,,,,,,,,,,
cg1290,-0.1303,0.1333,0.3286,--,0,0.696,1,0.4042,,,,,,,,,,,,,,,,,,,,
cg1623,0.3043,0.3117,0.3288,+-,0,0.758,1,0.384,,,,,,,,,,,,,,,,,,,,
cg2319,0.1129,0.1157,0.3291,++,0,0.014,1,0.9047,,,,,,,,,,,,,,,,,,,,
cg1434,-0.241,0.247,0.3291,--,20.2,1.253,1,0.263,,,,,,,,,,,,,,,,,,,,
cg3700,0.142,0.1456,0.3293,++,0,0.058,1,0.8097,,,,,,,,,,,,,,,,,,,,
cg3555,0.5962,0.6115,0.3295,++,0,0.012,1,0.9113,,,,,,,,,,,,,,,,,,,,
cg4620,-0.5736,0.5885,0.3297,-+,0,0.909,1,0.3403,,,,,,,,,,,,,,,,,,,,
cg783,0.2949,0.3026,0.3297,-+,38.7,1.632,1,0.2014,,,,,,,,,,,,,,,,,,,,
cg1891,-0.4351,0.4465,0.3298,+-,10.4,1.117,1,0.2907,,,,,,,,,,,,,,,,,,,,
cg2933,0.1898,0.1949,0.3301,++,0,0.015,1,0.9026,,,,,,,,,,,,,,,,,,,,
cg4981,-0.4936,0.5073,0.3306,--,0,0.193,1,0.66,,,,,,,,,,,,,,,,,,,,
cg3719,-0.2077,0.214,0.3319,-+,12.1,1.137,1,0.2862,,,,,,,,,,,,,,,,,,,,
cg4142,0.5161,0.5322,0.3321,++,0,0.003,1,0.9599,,,,,,,,,,,,,,,,,,,,
cg332,0.1261,0.13,0.3323,++,0,0.002,1,0.9635,,,,,,,,,,,,,,,,,,,,
cg3898,0.4868,0.5024,0.3326,-+,0,0.604,1,0.4369,,,,,,,,,,,,,,,,,,,,
cg4276,-0.1453,0.15,0.3327,+-,76.8,4.309,1,0.03791,,,,,,,,,,,,,,,,,,,,
cg218,0.3163,0.327,0.3335,++,0,0.597,1,0.4399,,,,,,,,,,,,,,,,,,,,
cg413,0.5489,0.5683,0.3341,++,0,0.004,1,0.9497,,,,,,,,,,,,,,,,,,,,
cg4544,0.4907,0.5085,0.3346,++,0,0.16,1,0.6887,,,,,,,,,,,,,,,,,,,,
cg2440,-0.4851,0.503,0.3348,--,0,0.711,1,0.399,,,,,,,,,,,,,,,,,,,,
cg1324,-0.1935,0.2007,0.3351,+-,0,0.268,1,0.6043,,,,,,,,,,,,,,,,,,,,
cg2453,0.312,0.3237,0.3352,++,0,0.136,1,0.7119,,,,,,,,,,,,,,,,,,,,
cg437,-0.3133,0.3251,0.3353,--,31.3,1.456,1,0.2276,,,,,,,,,,,,,,,,,,,,
cg1058,0.497,0.5158,0.3353,++,0,0.32,1,0.5713,,,,,,,,,,,,,,,,,,,,
cg447,0.3809,0.3953,0.3353,+-,29.9,1.426,1,0.2325,,,,,,,,,,,,,,,,,,,,
cg4272,0.2423,0.2516,0.3355,++,32.4,1.479,1,0.2239,,,,,,,,,,,,,,,,,,,,
cg1895,-0.5125,0.5334,0.3366,--,0,0,1,0.989,,,,,,,,,,,,,,,,,,,,
cg2806,-0.5211,0.5426,0.3369,--,0,0.617,1,0.4321,,,,,,,,,,,,,,,,,,,,
cg2573,-0.4365,0.4549,0.3373,-+,15.4,1.182,1,0.2769,,,,,,,,,,,,,,,,,,,,
cg1911,0.2972,0.3098,0.3374,++,0,0.173,1,0.6776,,,,,,,,,,,,,,,,,,,,
cg2225,0.2531,0.2639,0.3376,++,0,0.126,1,0.7228,,,,,,,,,,,,,,,,,,,,
cg928,-0.3443,0.3592,0.3378,--,0,0.167,1,0.683,,,,,,,,,,,,,,,,,,,,
cg1737,0.3025,0.3159,0.3383,++,0,0,1,0.998,,,,,,,,,,,,,,,,,,,,
cg3170,0.3368,0.3519,0.3386,++,0,0.355,1,0.5513,,,,,,,,,,,,,,,,,,,,
cg4199,-0.4174,0.4363,0.3387,+-,0,0.426,1,0.5141,,,,,,,,,,,,,,,,,,,,
cg4357,-0.2368,0.2477,0.3389,--,0,0.258,1,0.6117,,,,,,,,,,,,,,,,,,,,
cg2887,-0.2896,0.3029,0.339,--,0,0.301,1,0.5835,,,,,,,,,,,,,,,,,,,,
cg2276,-0.3136,0.3281,0.3391,--,0,0.197,1,0.657,,,,,,,,,,,,,,,,,,,,
cg2769,-0.2873,0.3006,0.3393,--,0,0.11,1,0.7405,,,,,,,,,,,,,,,,,,,,
cg2800,-0.4756,0.4982,0.3398,--,0,0.104,1,0.7465,,,,,,,,,,,,,,,,,,,,
cg4707,-0.4474,0.4692,0.3403,--,0,0.001,1,0.9749,,,,,,,,,,,,,,,,,,,,
cg2484,-0.3083,0.3234,0.3405,--,0,0.421,1,0.5166,,,,,,,,,,,,,,,,,,,,
cg2835,-0.2856,0.2996,0.3405,-+,75.7,4.123,1,0.04231,,,,,,,,,,,,,,,,,,,,
cg3059,0.2903,0.3046,0.3405,++,0,0.096,1,0.7566,,,,,,,,,,,,,,,,,,,,
cg4705,-0.2375,0.2495,0.3412,+-,0,0.547,1,0.4594,,,,,,,,,,,,,,,,,,,,
cg281,0.334,0.351,0.3413,-+,42.8,1.747,1,0.1862,,,,,,,,,,,,,,,,,,,,
cg40,0.1869,0.1966,0.3417,-+,0,0.214,1,0.6434,,,,,,,,,,,,,,,,,,,,
cg1484,-0.2699,0.284,0.3419,--,0,0.036,1,0.8495,,,,,,,,,,,,,,,,,,,,
cg3253,0.4305,0.453,0.342,-+,0,0.752,1,0.3859,,,,,,,,,,,,,,,,,,,,
